5.72, 39.5633
5.74, 39.9408
5.76, 40.32
5.78, 40.7008
5.8, 41.0833
5.82, 41.4675
5.84, 41.8533
5.86, 42.2408
5.88, 42.63
5.9, 43.0208
5.92, 43.4133
5.94, 43.8075
5.96, 44.2033
5.98, 44.6008
6, 45
6.02, 45.4008
6.04, 45.8033
6.06, 46.2075
6.08, 46.6133
6.1, 47.0208
6.12, 47.43
6.14, 47.8408
6.16, 48.2533
6.18, 48.6675
6.2, 49.0833
6.22, 49.5008
6.24, 49.92
6.26, 50.3408
6.28, 50.7633
6.3, 51.1875
6.32, 51.6133
6.34, 52.0408
6.36, 52.47
6.38, 52.9008
6.4, 53.3333
6.42, 53.7675
6.44, 54.2033
6.46, 54.6408
6.48, 55.08
6.5, 55.5208
6.52, 55.9633
6.54, 56.4075
6.56, 56.8533
6.58, 57.3008
6.6, 57.75
6.62, 58.2008
6.64, 58.6533
6.66, 59.1075
6.68, 59.5633
6.7, 60.0208
6.72, 60.48
6.74, 60.9408
6.76, 61.4033
6.78, 61.8675
6.8, 62.3333
6.82, 62.8008
6.84, 63.27
6.86, 63.7408
6.88, 64.2133
6.9, 64.6875
6.92, 65.1633
6.94, 65.6408
6.96, 66.12
6.98, 66.6008
7, 67.0833
7.02, 67.5675
7.04, 68.0533
7.06, 68.5408
7.08, 69.03
7.1, 69.5208
7.12, 70.0133
7.14, 70.5075
7.16, 71.0033
7.18, 71.5008
7.2, 72
7.22, 72.5008
7.24, 73.0033
7.26, 73.5075
7.28, 74.0133
7.3, 74.5208
7.32, 75.03
7.34, 75.5408
7.36, 76.0533
7.38, 76.5675
7.4, 77.0833
7.42, 77.6008
7.44, 78.12
7.46, 78.6408
7.48, 79.1633
7.5, 79.6875
7.52, 80.2133
7.54, 80.7408
7.56, 81.27
7.58, 81.8008
7.6, 82.3333
7.62, 82.8675
7.64, 83.4033
7.66, 83.9408
7.68, 84.48
7.7, 85.0208
7.72, 85.5633
7.74, 86.1075
7.76, 86.6533
7.78, 87.2008
7.8, 87.75
7.82, 88.3008
7.84, 88.8533
7.86, 89.4075
7.88, 89.9633
7.9, 90.5208
7.92, 91.08
7.94, 91.6408
7.96, 92.2033
7.98, 92.7675
8, 93.3333
8.02, 93.9008
8.04, 94.47
8.06, 95.0408
8.08, 95.6133
8.1, 96.1875
8.12, 96.7633
8.14, 97.3408
8.16, 97.92
8.18, 98.5008
8.2, 99.0833
8.22, 99.6675
8.24, 100.253
8.26, 100.841
8.28, 101.43
8.3, 102.021
8.32, 102.613
8.34, 103.207
8.36, 103.803
8.38, 104.401
8.4, 105
8.42, 105.601
8.44, 106.203
8.46, 106.808
8.48, 107.413
8.5, 108.021
8.52, 108.63
8.54, 109.241
8.56, 109.853
8.58, 110.468
8.6, 111.083
8.62, 111.701
8.64, 112.32
8.66, 112.941
8.68, 113.563
8.7, 114.188
8.72, 114.813
8.74, 115.441
8.76, 116.07
8.78, 116.701
8.8, 117.333
8.82, 117.968
8.84, 118.603
8.86, 119.241
8.88, 119.88
8.9, 120.521
8.92, 121.163
8.94, 121.807
8.96, 122.453
8.98, 123.101
9, 123.75
9.02, 124.401
9.04, 125.053
9.06, 125.707
9.08, 126.363
9.1, 127.021
9.12, 127.68
9.14, 128.341
9.16, 129.003
9.18, 129.668
9.2, 130.333
9.22, 131.001
9.24, 131.67
9.26, 132.341
9.28, 133.013
9.3, 133.688
9.32, 134.363
9.34, 135.041
9.36, 135.72
9.38, 136.401
9.4, 137.083
9.42, 137.768
9.44, 138.453
9.46, 139.141
9.48, 139.83
9.5, 140.521
9.52, 141.213
9.54, 141.908
9.56, 142.603
9.58, 143.301
9.6, 144
9.62, 144.701
9.64, 145.403
9.66, 146.108
9.68, 146.813
9.7, 147.521
9.72, 148.23
9.74, 148.941
9.76, 149.653
9.78, 150.368
9.8, 151.083
9.82, 151.801
9.84, 152.52
9.86, 153.241
9.88, 153.963
9.9, 154.688
9.92, 155.413
9.94, 156.141
9.96, 156.87
9.98, 157.601
